label,title,content
5,Russian submarine Bryansk (K-117), K-117 Bryansk is a Russian Project 667BDRM Delfin class (NATO reporting name: Delta IV) nuclear-powered ballistic missile submarine. The submarine was laid down in April 1985 in the Russian Northern Machinebuilding Enterprise Sevmash. In September 1988 the submarine was commissioned in the Soviet navy. When launched the submarine became the 1000th Russian/Soviet submarine constructed. After the collapse of the Soviet Union the submarine continued to serve in the Russian navy.
5,HMAS Cape Leeuwin, HMAS Cape Leeuwin was a lighthouse tender which was commissioned into the Royal Australian Navy (RAN) between mid-1943 and the end of 1945.
5,USS Pawnee (YT-21), USS Pawnee (YT-21) was a yard tug in the United States Navy.Pawnee was built in 1896 by Rodermund & Co. Tomkins Cove New York as the steam lighter John Dwight; purchased by the Navy on 6 May 1898 from George T. Moon and commissioned the same day.She was assigned to the 3rd Naval District and operated as a harbor tug at the New York Navy Yard until she decommissioned on 24 March 1922. Pawnee was sold on 25 July 1922 to Seabury & DeZafra Inc. New York City.
5,Yamaha Blaster, This is about the ATV. For the personal watercraft see Yamaha Wave Blaster.The Yamaha Blaster is a 200 cc air-cooled single-cylinder two-stroke all-terrain vehicle produced as an entry-level machine manufactured in Japan and sold in the United States from 1988 to 2006. Because of the Blaster's initial low price tag it sold in large numbers for many years[citation needed]. Its two-stroke engine is easily modified by enthusiasts and a large aftermarket now exists for the quad.
5,121 series, The 121 series (121系) is an electric multiple unit (EMU) train type introduced in March 1987 by Japanese National Railways (JNR) and currently operated by Shikoku Railway Company (JR Shikoku) on local services in Shikoku Japan.
5,HMS Inglesham (M2601), HMS Inglesham was the first of the 93 ships of the Ham-class of inshore minesweepers. Their names were all chosen from villages ending in -ham. The minesweeper was named after Inglesham in Wiltshire.
5,River-class destroyer escort, The River class was a class of six destroyer escorts (originally designated anti-submarine frigates) operated by the Royal Australian Navy (RAN). Plans to acquire four vessels based on the British Type 12M (or Rothesay class) frigate began in the 1950s. The first two vessels had some slight modifications to the design while the next two underwent further changes.
5,NS Class 1300, The Nederlandse Spoorwegen (NS) Class 1300 was a Dutch locomotive in service for 48 years from 1952 until 2000.It was built at the same time as the NS Class 1100 at Alsthom and was based on the SNCF Class CC 7100.
5,Lanitz Escapade One, The Lanitz Escapade One is a German ultralight aircraft produced by Lanitz Aviation. The aircraft is supplied as a complete ready-to-fly-aircraft.
5,Porsche 924, The Porsche 924 was a luxury sports car produced by Porsche AG of Germany from 1976 to 1988. A two-door 2+2 coupé the 924 replaced the 914 as the company's entry-level model and was the model that finally retired the 912. In production terms the 924 was the first Porsche model powered by a water-cooled front-mounted engine although the similarly configured 928 was designed first.
5,Cosmos Samba, The Cosmos Samba named after the dance of the same name is a French flying wing ultralight trike that is produced by Cosmos ULM of Fontaine-lès-Dijon France. The aircraft is supplied as a complete aircraft and is not available as a kit.
5,Jodel D.11, The Jodel D.11 is a French two-seat monoplane designed and developed by Société Avions Jodel in response to a French government request for a low-wing aircraft for use by the nation's many emerging flying clubs.
5,BRM Aero Bristell, The BRM Aero Bristell is a Czech low-wing two-seat in side-by-side configuration single engine in tractor configuration ultralight and light-sport aircraft that was designed by Milan Bristela and is produced by BRM Aero. The aircraft is supplied as a complete ready-to-fly aircraft.The aircraft was introduced at the AERO Friedrichshafen 2011 show.
5,Avia BH-25, The Avia BH-25 was a biplane airliner built in Czechoslovakia in 1926. Typical of airliners of its time it seated five passengers within its fuselage while the pilots sat in an open cockpit above. Of conventional configuration it was a single-bay biplane of equal span and unstaggered wings with fixed tailskid landing gear. Originally designed to use a Lorraine-Dietrich engine this was changed to a Bristol Jupiter in service.
5,HMS Guerriere (1806), The Guerrière was a 38-gun frigate of the French Navy. She was later captured by the British and recommissioned as HMS Guerriere and became famous for her fight against USS Constitution.Her career with the French included a sortie with the Duguay-Trouin in 1803 in which the two vessels were forced to make an escape from a British ship.
5,Haufe Buzzer 2, The Haufe Buzzer 2 is an American high-wing strut-braced single-seat motor glider that was designed and constructed by Walter Haufe.
5,INS Balshil, INS Balshil is a Bhim class tugboat currently in service with the Indian Navy. The ship was delivered to the Indian Navy ahead of schedule. INS Balshil enhances the capability of the yard in berthing bigger ships of the Indian Navy. The tugboat also has capacity to carry cargo.
5,MV Paul R. Tregurtha, MV Paul R. Tregurtha is a Great Lakes-based bulk carrier freighter. She is the current Queen of the Lakes (the largest ship operating on the Great Lakes complex). Launched as the William J. De Lancey she was the last of the 13 “thousand footers” to enter service on the Great Lakes and was also the last Great Lakes vessel built at the American Ship Building Company yard in Lorain Ohio.
5,Nero (yacht), Nero is one of the world's largest luxury motor yachts measuring 90.1 metres (296 ft) in length. The design was inspired by J.P. Morgan's Corsair yachts. She was commissioned by Neil Taylor and built in China at Yantai Raffles Shipyard by Corsair Yachts in 2007 with architecture by IMT Marine Consultants. She features a master duplex suite with ensuite bath and shower rooms a private sundeck and swimming pool.
5,Yakovlev Yak-18, The Yakovlev Yak-18 (Russian: Як-18 also transcribed as Jak-18 NATO reporting name Max) was a Soviet tandem two-seat military primary trainer aircraft. Originally powered by one 119 kW (160 hp) Shvetsov M-11FR-1 radial piston engine it entered service in 1946. It is also produced in China as the Nanchang CJ-5.
5,Cessna CW-6, The Cessna Model CW-6 was a 1920s American six-seat touring aircraft built by the Cessna Aircraft Company.
5,USCGC Dogwood (WAGL-259), USCGC Dogwood (WAGL-259/WLR-259) was a 114-foot river buoy tender of the United States Coast Guard. Constructed by the Dubuque Boat & Boiler Works Company in Dubuque Iowa she was commissioned in 1941 and served until 1989. She was stationed at Vicksburg Mississippi and later Pine Bluff Arkansas.
5,Westland Widgeon (helicopter), For the 1924 aeroplane see Westland Widgeon (fixed wing)The Westland Widgeon helicopter was a private venture by Westland Aircraft as an improvement on the Westland WS-51 Dragonfly.
5,USS Wilderness (1864), USS Wilderness was a wooden-hulled side-wheel steamship in the United States Navy during the American Civil War. After the war she served as a revenue cutter. In 1873 she was renamed John A. Dix for former Secretary of the Treasury John Adams Dix.
5,HMCS Kamloops (K176), HMCS Kamloops was a Flower-class corvette that served in the Royal Canadian Navy during the Second World War. She served primarily in the Battle of the Atlantic as an ocean escort. She was named for Kamloops British Columbia.
5,Vernon (1839), Vernon was a 911 tons paddle steamer built in 1839 by Greens' Blackwall Yard London for the Green Blackwall Line. After her engines proved uneconomic she had her paddles removed and she was converted into a sailing vessel. She was used on the passenger trade to the Colonies in the 19th Century.Vernon was sold in 1867 to the Colony of New South Wales as a reformatory and training ship for boys moored between the Government Domain and Garden Island in Sydney.
5,Mirabello-class destroyer, The Mirabello class were a group of 3 destroyers built for the Regia Marina during World War I. The ships were designed as scout cruisers (esploratori) essentially enlarged versions of contemporary destroyers. All ships were built by Ansaldo in Genoa. Three ships were built but one was lost to a mine in the Black Sea in 1920 during the Allied intervention in the Russian Civil War. The remaining two ships obsolescent by 1938 were re-rated as destroyers and fought in World War II.
5,USCGC Point Hudson (WPB-82322), USCGC Point Hudson (WPB-82322) was an 82-foot (25 m) Point class cutter constructed at the Coast Guard Yard at Curtis Bay Maryland in 1961 for use as a law enforcement and search and rescue patrol boat. Since the Coast Guard policy in 1961 was not to name cutters under 100-foot (30 m) in length it was designated as WPB-82322 when commissioned and acquired the name Point Hudson in January 1964 when the Coast Guard started naming all cutters longer than 65-foot (20 m).
5,ICA IS-32, The ICA IS-32 is an open class high performance metal two-seat sailplane produced in Romania in the 1970s. A refinement of the IS-28B it shared most of that aircraft's fuselage mated to new wings and empennage. This new wing had a span of 20 metres featuring interconnected ailerons and flaps Schempp-Hirth-type airbrakes and water ballast tanks. The monowheel undercarriage differed from the IS-28 in being fully retractable.
5,HMS L69, HMS L69 was a British L class submarine built by William Beardmore and Company Dalmuir. She was laid down on 7 July 1917 and then moved to HM Dockyard Rosyth and commissioned on an unknown date.HMS L69 was sold in February 1939.
5,USS Prudent (PG-96), USS Prudent (PG–96) originally ordered as HMS Privet was an Action-class patrol gunboat in the United States Navy.Prudent was laid down by the Morton Engine and Dry Dock Company Ltd. in Montreal Quebec on 14 August 1942; launched on 4 December 1942 sponsored by Mrs. Vincent Godfrey; delivered to the U.S. Navy on 14 August 1943; and commissioned on 16 August 1943 with Lieutenant A. F. Pittman USCG in command.
5,HMS Barfleur (1892), HMS Barfleur was a predreadnought second-class battleship of the Royal Navy. She was part of the two-ship Centurion class designed for long-range patrolling of the United Kingdom's far-flung empire. She mainly saw service in the Mediterranean and Home Fleet along with Service at China Station where she participated in ending the Boxer Rebellion. Her white painted hull had a curiously blue hue leading to her nickname of the Farbluer.
5,Autobianchi Y10, The Autobianchi Y10 is a 'designer' city car and economy car manufactured from 1985 to 1995 and marketed under the Lancia brand in most export markets (as Lancia Y10). The car was manufactured at the Fiat´s Autobianchi plant in Desio Milan until 1992 and after that in Arese near Alfa Romeo plants. It offered a very high level of trim for its market segment. The Y10 featured a rear beam suspension design (called Omega) that was subsequently fitted to the facelifted Fiat Panda.
5,French submarine Minerve (S647), Minerve (S647) was a French submarine one of nine of the Daphné class. The relatively small submarine was an experimental missile-carrying submarine with a diesel engine. She had a maximum speed of 15 knots.
5,USS LST-1108, USS LST-1108 was an LST-542-class tank landing ship in the United States Navy. Like many of her class she was not named and is properly referred to by her hull designation.LST-1108 was laid down on 16 December 1944 at Evansville Indiana by the Missouri Valley Bridge & Iron Co.; launched on 1 February 1945; sponsored by Mrs. Edward H. Barnard; and commissioned on 27 February 1945 Lt. C. V.
5,Bristol Type 138, The Bristol Type 138 High Altitude Monoplane was a British high-altitude research aircraft of the 1930s. It was a single-engine low-wing monoplane with a fixed tailwheel undercarriage.
5,USS Thunder (1862), USS Thunder (1862) was a blockade running steamer captured by the Union Navy during the American Civil War.Thunder was purchased by the Union Navy at the prize court and outfitted her as a ship's tender used to support Union ships in the South Atlantic blockade of the Confederate States of America.
5,NER 1001 Class, The North Eastern Railway (NER) 1001 Class was a class of long-boiler 0-6-0 steam locomotive designed in Britain by William Bouch.
5,USS Stromboli (1846), USS Stromboli was a bomb brig of the United States Navy used in the Mexican-American War. In 1846 the United States Navy purchased the brig Howard at Boston Massachusetts to strengthen its forces for the Mexican-American War. Commissioned on 18 March 1847 Stromboli named for the island of Stromboli in the Tyrrhenian Sea the ship sailed for the Gulf of Mexico under the command of Commander William S.
5,HMS Hurworth (L28), HMS Hurworth was a Second World War Type 2 Hunt-class escort destroyer of the British Royal Navy. She spent most of her career in the Mediterranean. She was lost to a mine in the Aegean Sea.
5,NW Elektromobil, The NW Elektromobil is a veteran automobile manufactured by Nesselsdorfer Wagenbau-Fabriks-Gesellschaft A.G. (NW now known as Tatra) in 1900 and 1901. Only two cars ordered by EAG Prague - Vysočany company were made.
5,Aero Spacelines Super Guppy, The Aero Spacelines Super Guppy is a large wide-bodied cargo aircraft that is used for hauling outsized cargo components. It was the successor to the Pregnant Guppy the first of the Guppy aircraft produced by Aero Spacelines. Five were built in two variants both of which were colloquially referred to as the Super Guppy.
5,USS George C. Marshall (SSBN-654), USS George C. Marshall (SSBN-654) a Benjamin Franklin class ballistic missile submarine was the only ship of the United States Navy to be named for General of the Army George C. Marshall (1880-1959) who served as U.S. Secretary of State from 1947 to 1949 and as U.S. Secretary of Defense from 1950 to 1951.
5,Boeing XP-4, The Boeing XP-4 was a prototype United States biplane fighter of the 1920s that was grounded permanently after just 4.5 hours of flight testing.
5,Bossi-Bonomi Pedaliante, The Pedaliante (Italian for Pedal Glider) was a human-powered aircraft designed and built by Enea Bossi and Vittorio Bonomi and disputably credited with in 1936 making the first fully human-powered flight. The source of contention is that the flights were performed by Emilio Casco - a pilot with exceptional physical endurance such that sustainable flight was not considered feasible for a typical person.
5,German submarine U-438, German submarine U-438 was a Type VIIC U-boat of Nazi Germany's Kriegsmarine during World War II.The submarine was laid down on 25 April 1940 at the Schichau-Werke yard as 'Werk' 1480 in Danzig launched on 6 September 1941 and commissioned on 22 November 1941 under the command of Kapitänleutnant Rudolf Franzius.The city of Berlin adopted the submarine within the popular sponsorship programme (Patenschaftsprogramm) organising gifts and holidays for the crew and earning her the honorary name of U-438 Berlin. 
5,MS Fram, MS Fram is a passenger vessel operated by the Norway-based Hurtigruten Group. The ship is named after the original Fram the ship used by explorers Fridtjof Nansen and Roald Amundsen. The ship operates in the Arctic Ocean and around Greenland in the summer and cruises around Antarctica at other times of the year. In December 2007 the ship lost power and struck a glacier in Antarctica sustaining damage to the starboard side; the collision did not affect the ship's seaworthiness.
5,HMS Bentinck (K314), HMS Bentinck was a Buckley class Captains class frigate during World War II. Named after John Bentinck commander of HMS Niger which participated in a number of engagements during the Seven Years' War including one in which HMS Niger defeated the French 74 gun ship of the line Diadem.Originally destined for the US Navy HMS Bentinck was provisionally given the name USS Bull (later this name was reassigned to DE 693) however the delivery was diverted to the Royal Navy before the launch.
5,SS Mona (1878), SS (RMS) Mona (II) No. 76302 - the second vessel in the line's history to be so named - was a packet steamer which was operated by the Isle of Man Steam Packet Company. Mona was the first screw-driven ship in the Company's history.
5,USS Juniper (1864), USS Juniper (1864) was a steamer acquired by the Union Navy during the American Civil War. She was used by the Union Navy as a tugboat in support of the Union Navy blockade of Confederate waterways.
5,USS Buckthorn (1863), USS Buckthorne (1863) was a steamer acquired by the Union Navy during the American Civil War. She was used as a fleet tender and dispatch vessel in support of the Union Navy blockade along Confederate coastal waters.
5,HMS Monmouth (1796), HMS Monmouth was a 64-gun third rate ship of the line of the Royal Navy launched on 23 April 1796 at Rotherhithe. She had been designed and laid down for the East India Company but the Navy purchased her after the start of the French Revolutionary War. She served at the Battle of Camperdown and during the Napoleonic Wars. Hulked in 1815 she was broken up in 1834.
5,Tsushima Maru, Tsushima Maru (対馬丸) was a Japanese passenger/cargo ship that was sunk by the submarine USS Bowfin during World War II while carrying hundreds of schoolchildren from Okinawa to Kagoshima.
5,SS Ocean Victory, Ocean Victory was a 7174 GRT cargo ship that was built in 1942 for the British Ministry of War Transport (MoWT). In 1943 she was transferred to the Dutch Government and renamed Jan Steen. In 1946 she was sold into merchant service and renamed Amstelveen. A sale to Hong Kong in 1959 saw her renamed Polly. She served until 1963 when she was scrapped.
5,Green Heaven UAV, Green Heaven UAVs are Chinese UAVs developed by Lechang Green Heaven Fruits and Vegetable Circulation Specialized Coorperative (乐昌市绿天果蔬流通专业合作社) in Pingshi Guangdong a cooperative also more commonly known as Green Heaven (绿色天堂).
5,BFW M.22, The BFW M.22 was a twin-engined medium bomber designed by Willy Messerschmitt for the German Ministry of Transport. It was one of only two biplanes Messerschmitt designed both unsuccessful.
5,GM T platform (1979), General Motors reused the T-body designation beginning in 1979 with the front-wheel drive Opel Kadett D and the Vauxhall Astra Mk I.
5,Danish ironclad Lindormen (1868), Lindormen was a Danish turreted ironclad often referred to as a monitor named for a serpent from Norse legend.
5,Škoda 1000 MB, The Škoda 1000 MB/1100 MB were two variations of a rear-engined rear-wheel drive car that was produced by Czechoslovakian manufacturer AZNP in Mladá Boleslav between 1964 and 1969. The two-door Coupé versions of the 1000 MB and 1100 MB were called the 1000 MBX and 1100 MBX.
5,French submarine Rubis (1931), The Rubis (H4 202 P15) was a Saphir-class minelaying submarine which served in the French Navy and Free French Navy during the Second World War. She was awarded the Ordre de la Libération for her services.
5,ARA San Juan (S-42), ARA San Juan (S-42) is a TR-1700 class diesel-electric submarines in active service with the Argentine Navy. San Juan was built by Thyssen Nordseewerke and completed on 19 November 1985.
5,LNER Class V1/V3, The London and North Eastern Railway (LNER) Class V1 and Class V3 were two classes of related 2-6-2T steam locomotive designed by Sir Nigel Gresley.A total of 82 V1s were built with 71 being rebuilt into the higher pressure V3s with an additional ten being built as V3s from the final batch of V1s. The V3 was a development of the V1 with increased boiler pressure and a resultant increase in tractive effort.
5,Mazda Capella, The Mazda Capella is a mid-size car that was manufactured by Mazda Motor Corporation from 1970 to 2002. Sold in the Japanese domestic market under the Capella name the vehicle was also commonly known in other major markets as the Mazda 626. Mazda's partner at the time Ford Motor Company would also use the Capella platform to create the Ford Telstar and Ford Probe.
5,HMCS Porte St. Louis (YMG 183), HMCS Porte St. Louis was a Porte-class gate vessel of the Royal Canadian Navy.
5,SS George E. Badger, SS George E. Badger (Hull Number 884) was a Liberty ship built in the United States during World War II. She was named after George Edmund Badger a North Carolina Senator from 1846 to 1855 and Secretary of the Navy in 1841.The ship was laid down on 27 December 1942 then launched on 26 January 1943. George E. Badger took part in Operation Overlord the invasion of Normandy in June 1944.
5,Loehle Spad XIII, The Loehle SPAD XIII is a family of American single-seat biplane conventional landing gear single engine ultralight aircraft produced in kit form by Loehle Aircraft for amateur construction. The aircraft meets the requirements of the US FAR 103 Ultralight Vehicles regulations when equipped with a lightweight engine.
5,USS Kennedy (DD-306), The first USS Kennedy (DD-306) was a Clemson-class destroyer in the United States Navy following World War I. She was named for the 21st Secretary of the Navy and US Representative from Maryland John P. Kennedy.
5,Mitsubishi Fuso Aero Midi, The Mitsubishi Fuso Aero Midi (kana: 三菱ふそう・エアロミディ) is a medium-duty bus produced by the Japanese manufacturer Mitsubishi Fuso since 1988. It is primarily available as city and sightseeing buses.The Mitsubishi Fuso MK Series was built between 1974 and 1988. The Aero Midi appeared in 1988 after the replacement for the MK Series. The Aero Midi ceased production in 2007 and replaced by the Aero Midi-S in 2008.
5,HMS Druid (1869), HMS Druid was a Briton-class wooden screw corvette built for the Royal Navy in the late 1860s. She spent her service life overseas on the Cape of Good Hope and North America and West Indies Stations and was sold for scrap in 1886.
5,Priz-class deep-submergence rescue vehicle, The Priz class (Project 1855) is a type of Deep Submergence Rescue Vehicle (DSRV) operated by the government of Russia. There are known to be at least five vessels of the class several of which were involved in the failed rescue attempt when the Kursk sank on 12 August 2000. The Russian word Priz (“приз”) means prize.
5,HMAS Elwing, HMAS Elwing (W129 FY42) was a tug boat operated by the Royal Australian Navy (RAN) during World War II.
5,Gulflight, The American 5189 ton tanker Gulflight was built by the New York Shipbuilding Co. of Camden New Jersey for the Gulf Refining Company (a predecessor of Gulf Oil). It was launched on 8 August 1914. The ship became famous when it was torpedoed early in World War I and became the center of a diplomatic incident which moved the United States closer to war with Germany. The ship survived the attack but was eventually sunk in 1942 by torpedo attack in World War II.
5,Mitsubishi F-15J, The Mitsubishi F-15J/DJ Eagle is a twin-engine all-weather air superiority fighter based on the McDonnell Douglas F-15 Eagle in use by the Japan Air Self-Defense Force (JASDF). The F-15J was produced under license by Mitsubishi Heavy Industries. The subsequent F-15DJ and F-15J Kai variants were also produced. Japan is the largest customer of the F-15 Eagle outside the United States. In addition to combat F-15DJ roles include training. The F-15J Kai is a modernized version of the F-15J.
5,SS Yousuf Baksh, May 8 1965 saw the demise of SS Yousuf Baksh. The Royal National Lifeboat Institution's Walmer Lifeboat Station attended the 5975-ton Pakistan registered freighter its cargo of jute being ablaze. The ship had become unsteerable and was drifting helplessly in The Downs - the stretch of water off the Kent coast between the Goodwin Sands and the Cinque Port town of Deal. The Walmer Lifeboat spent over 50 hours afloat giving assistance and saving lives.
5,Marc Guylaine, Marc Guylaine was a Canadian herring seiner built in 1969 along with its two sister ships the Lady Dorianne and Lady Audette. After its two sister ships both mysteriously sank in the Acadian peninsula drowning nine men and the only two other ships built to the same specifications met identical fates the Marc Guylaine became the subject of great fear that it would meet a similar end.
5,Princess Daphne, Princess Daphne (formerly Ocean Monarch Ocean Odyssey Switzerland Daphne Akrotiri Express Port Sydney) is a medium-sized cruise ship currently in service in the Mediterranean. Her sister ship is Lisboa built as the Port Melbourne.
5,Fieseler Fi 253, The Fieseler Fi 253 Spatz (English: Sparrow) was a light civilian aircraft manufactured by the German company Fieseler during the time of the Third Reich. Only six units were produced however due to the Second World War.
5,Melling Hellcat, The Melling Hellcat is a concept sports car designed by Al Melling to be the fastest street legal car in the world. It was introduced in February 2007 and is scheduled to come out in 2012.[citation needed] The car is powered by a 6.0 litre quad-turbo V10 Engine giving it 1217 hp (908 kW) higher than that of the current fastest street-legal car the Bugatti Veyron Super Sport.The prototype of this car was produced in 2006. As of October 2013 the car is still not in production.
5,Boeing F/A-18E/F Super Hornet, The Boeing F/A-18E Super Hornet and related twin-seat F/A-18F are a twin-engine carrier-based multirole fighter aircraft variant based on the McDonnell Douglas F/A-18 Hornet. The F/A-18E single-seat and F/A-18F tandem-seat variants are larger and more advanced derivatives of the F/A-18C and D Hornet. The Super Hornet has an internal 20 mm M61 rotary cannon and can carry air-to-air missiles and air-to-surface weapons.
5,USCS Bancroft, USCS Bancroft was a schooner that served as a survey ship in the United States Coast Survey a predecessor of the United States Coast and Geodetic Survey from 1846 to 1862. The Coast Survey purchased Bancroft in 1846 for $2098.42 and placed her in service the same year. She operated along the United States East Coast during her career.Bancroft was at Beaufort South Carolina on the night of 22 December 1855 when a fire broke out which threatened to destroy the town.
5,USS Zizania (1888), USS Zizania was a patrol craft tender that served in the United States Navy from 1917 to 1919 and again as USS Adario from 1943 to 1946. Zizania was built in 1888 at Baltimore Maryland as a lighthouse tender for the United States Lighthouse Service.
5,Steamship William G. Mather Maritime Museum, The Steamship William G. Mather is a retired Great Lakes bulk freighter now restored as a museum ship in Cleveland Ohio one of four in the Great Lakes region. She transported cargo such as ore coal stone and grain to ports throughout the Great Lakes and was nicknamed The Ship That Built Cleveland because Cleveland's steel mills were a frequent destination.
5,ORP Rolnik, ORP Rolnik (Polish: farmer) is a Polish Navy missile Tarantul-class corvette.
5,HMS Artifex (F28), HMS Artifex was a repair ship of the Royal Navy from late in the Second World War and into the Cold War. Launched as the Cunard liner RMS Aurania she was requisitioned on the outbreak of war to serve as an armed merchant cruiser. Damaged by a U-boat while sailing with an Atlantic convoy she was purchased outright and converted to a floating workshop spending the rest of her life as a support ship for the navy.
5,British Rail Mark 5, The British Rail Mark 5 was the designation given to the planned passenger rolling stock for the InterCity 250 project.
5,Vultee A-31 Vengeance, The Vultee A-31 Vengeance was an American dive bomber of World War II built by Vultee Aircraft. A modified version was designated A-35. The Vengeance was not used in combat by the United States; it did see combat however with the British Royal Air Force the Royal Australian Air Force and the Indian Air Force in Southeast Asia and the Southwest Pacific. The A-31 remained in service with U.S. units until 1945 primarily in a target-tug role.
5,Pobjoy Pirate, The Pobjoy Pirate was a three-seat high-wing monoplane designed to compete with the de Havilland Leopard Moth using a low power but light Pobjoy radial engine. Flight tests showed the Pirate to be uncompetitive and its development was rapidly abandoned.
5,CGR 3rd Class 4-4-0 1889, The CGR 3rd Class 4-4-0 of 1889 is a South African steam locomotive from the pre-Union era in the Cape Colony.In 1889 the Cape Government Railways placed twenty-four 3rd Class tender locomotives with a 4-4-0 American type wheel arrangement in service. They were intended for passenger service on the Cape Western System.
5,General Dynamics F-111 Aardvark, The General Dynamics F-111 Aardvark was a medium-range interdictor and tactical strike aircraft that also filled the roles of strategic bomber reconnaissance and electronic warfare in its various versions. Developed in the 1960s by General Dynamics it first entered service in 1967 with the United States Air Force.
5,Jeep Grand Cherokee, The Jeep Grand Cherokee is a mid-size SUV produced by the Jeep division of American manufacturer Chrysler. While some other SUVs were manufactured with body-on-frame construction the Jeep Grand Cherokee has always used a unibody chassis.
5,HMS Ocelot (S17), HMS Ocelot (S17) was an Oberon-class diesel-electric submarine laid down by HM Dockyard at Chatham in Kent on 17 November 1960 launched on 5 May 1962 and commissioned on 31 January 1964. She joined the 3rd Flotilla based at HMNB Clyde in Faslane. HMS Ocelot was the last submarine built for the Royal Navy at Chatham Dockyard although three more 'O' class submarines—Ojibwa Onondaga and Okanagan—were built for the Royal Canadian Navy.During the 1960s Ocelot took part in clandestine missions.
5,German torpedo boat T-36, German torpedo-boat T-36 was a torpedo boat (a type of small destroyer popular in European navies) built for the Kriegsmarine during the Second World War. Built by Schichau of Elbing T-36 was the last of fifteen Type 39 torpedo boats sometimes referred to as the Elbing class. She was laid down in 1942 launched on 5 February 1944 and commissioned on 9 December 1944.
5,Ford Classic, The Ford Consul Classic or 'Consul 315' (as the export version was known) was a mid-sized car built by Ford in the UK from 1961 to 1963. It was available with two or four doors in Standard or De Luxe versions and with floor or column gearshift. It is sometimes referred to as the Ford 109E though four such codes are possible as explained below. Obvious competitor models at the time included the Hillman Minx and Singer Gazelle from Rootes Group.
5,Lancia Appia, The Lancia Appia (Tipo 808/809/812) was a car introduced in 1953 as a replacement for the Ardea and in production for 10 years. The Appia was the last in a long line of Lancia production cars dating back to the Lancia Lambda (introduced in 1922) to use the famous sliding pillar front suspension.
5,Pfalz Dr.I, The Pfalz Dr.I was a German fighter prototype of World War I. Official interest in the potential of the triplane configuration for single-seat fighters prompted Pfalz to develop the Dr.I. It underwent initial testing in October 1917 and an initial batch of 10 aircraft were shipped to the Front and arrived in April 1918.
5,Hero Xtreme, The Hero Xtreme is a 150 cc motorcycle from Hero MotorCorp Ltd.
5,USS Qui Vive (SP-1004), USS Qui Vive (SP-1004) was a United States Navy patrol vessel in commission from 1917 to 1919. She served as a hospital boat for part of her naval career.Qui Vive was built in 1916 by Hutchinson Brothers at Alexandria New York for Houston Barnard of Rochester New York. On 22 June 1917 the U.S.
5,Flylight Doodle Bug, The Flylight Doodle Bug is a British powered hang glider that was designed and produced by Flylight Airsports starting in 1999.
5,SS El Grillo, The SS El Grillo was a British oil tanker sunk without casualties by a German air attack at Seyðisfjörður Iceland on 10 February 1944.Iceland which remained neutral during World War II had been occupied by Britain in May 1940 and in April 1941 by the United States.El Grillo is Spanish for The Cricket.
5,Midland Railway 2000 Class, The Midland Railway 2000 Class was a class of 40 0-6-4T steam locomotives designed by Richard Deeley. They were known as flatirons or hole-in-the-wall tanks because of their distinctive shape; their side tanks extended to the front of the smokebox and they had a distinct cut-out in the side tanks to access the motion. They were numbered 2000-2039.
5,HMS Shrewsbury (1758), HMS Shrewsbury was a 74-gun third rate ship of the line of the Royal Navy launched on 23 February 1758 at Deptford.In 1783 she was condemned and scuttled.
5,Belyayev Babochka, The Belyayev Babochka was a tandem seat research aircraft designed in the USSR from 1939.
5,USS Saugus (YTB-780), USS Saugus (YTB-780) was a United States Navy Natick-class large district harbor tug. Named for Saugus Massachusetts she was the third U.S. Naval vessel to bear the name.
5,Achimota-class missile boat, The Achimota-class are a class of two fast attack craft/missile boats in service in the Ghanaian Navy. They are based on the same Lürssen design as the Turkish Yildiz-class fast attack craft. The two ships of the class include the GNS Achimota (the flagship of the Ghana Navy) and the GNS Yogaga.The ships were acquired by Ghana in the late 1970s and early 1980s respectively.
5,Moltke (1870), The Moltke was a three-masted barque built in Hamburg Germany in 1870. The vessel was wrecked off the coast of northern Queensland Australia in 1890 before being refloated and hulked. In 1911 the vessel was scuttled off Geoffrey Bay Magnetic Island. The wreck of the vessel now hosts a wide range of underwater life and is a popular open-water dive site.
5,Honda P50, The Honda P50 (known as the P25 in some markets) was introduced in June 1966. It earns a place in history as being the last motor-wheel moped design by Honda (and probably by any other large manufacturer).It features a step-through frame made from steel pressings leading-link front suspension plastic fenders and chainguard.
5,Halberstadt CL.IV, The Halberstadt CL.IV was a German ground attack aircraft of World War I.
5,USS Tide (SP-953), USS Tide (SP-953) was a minesweeper in the United States Navy.Tide was a tug built in 1916 at Manitowoc Wisconsin by the Manitowoc Shipbuilding Co. — was acquired by the U.S. Navy on 14 June 1918 from the Bay State Fishing Co. of Boston Massachusetts to serve as a minesweeper in the 1st Naval District.
5,Pontiac Aztek, The Pontiac Aztek was a mid-size crossover marketed by Pontiac from the 2001 model year to the 2005 model year along with its rebadged variant the Buick Rendezvous.As a four-door crossover with a front engine and four-wheel drive the Aztek featured a four-speed automatic transmission with a V-6 engine.
5,British Rail Class 59, The Class 59 Co-Co diesel-electric locomotives were built and introduced between 1985 and 1995 by Electro-Motive Division (EMD) of General Motors (now Electro-Motive Diesel a part of the Caterpillar group) for private British companies initially Foster Yeoman. They were designed for hauling heavy freight and designated JT26CW-SS.
